Title,Authors,Year,Source title,Cited by,Link,Document Type,Reg_or_Class,author_outcome,Type_of_NN,SJR_best_quartile,SJR_4_areas,sample_size,num_predictors,num_hidden_layers,hidden_layer_1,hidden_layer_2,hidden_layer_3,hidden_layer_4,hidden_layer_5,NN_complexity,RMSE_NN,RMSE_GAM,R2_NN,R2_GAM,AUC_NN,AUC_GAM
A Predictive Analysis of Wall Stress in Abdominal Aortic Aneurysms Using a Neural Network Model,Rengarajan B.; Patnaik S.S.; Finol E.A.,2021,Journal of Biomechanical Engineering,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114276037&doi=10.1115%2f1.4051905&partnerID=40&md5=0d1f423eeab3c535d02941770a77ad4e,Article,Reg,NN,MLP,Q3,Multidisciplinary & Other,50,53,2,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.7,NA,NA
A Predictive Analysis of Wall Stress in Abdominal Aortic Aneurysms Using a Neural Network Model,Rengarajan B.; Patnaik S.S.; Finol E.A.,2021,Journal of Biomechanical Engineering,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114276037&doi=10.1115%2f1.4051905&partnerID=40&md5=0d1f423eeab3c535d02941770a77ad4e,Article,Reg,NN,MLP,Q3,Multidisciplinary & Other,98,13,2,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.8,NA,NA
"Machine learning to predict morphology, topography and mechanical properties of sustainable gelatin-based electrospun scaffolds",Roldán E.; Reeves N.D.; Cooper G.; Andrews K.,2024,Scientific Reports,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203389632&doi=10.1038%2fs41598-024-71824-2&partnerID=40&md5=82756c40f01d3d47f86df7be3d0c1245,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,269,3,2,3,3,NA,NA,NA,16,0.2358,0.1923,0.6084,0.6996,NA,NA
"Machine learning to predict morphology, topography and mechanical properties of sustainable gelatin-based electrospun scaffolds",Roldán E.; Reeves N.D.; Cooper G.; Andrews K.,2024,Scientific Reports,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203389632&doi=10.1038%2fs41598-024-71824-2&partnerID=40&md5=82756c40f01d3d47f86df7be3d0c1245,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,269,3,2,3,3,NA,NA,NA,16,1.1413,1.4708,0.4706,0.4123,NA,NA
"Machine learning to predict morphology, topography and mechanical properties of sustainable gelatin-based electrospun scaffolds",Roldán E.; Reeves N.D.; Cooper G.; Andrews K.,2024,Scientific Reports,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203389632&doi=10.1038%2fs41598-024-71824-2&partnerID=40&md5=82756c40f01d3d47f86df7be3d0c1245,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,269,3,2,3,3,NA,NA,NA,16,0.2177,0.1965,0.6093,0.7377,NA,NA
"Machine learning to predict morphology, topography and mechanical properties of sustainable gelatin-based electrospun scaffolds",Roldán E.; Reeves N.D.; Cooper G.; Andrews K.,2024,Scientific Reports,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203389632&doi=10.1038%2fs41598-024-71824-2&partnerID=40&md5=82756c40f01d3d47f86df7be3d0c1245,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,269,3,2,3,3,NA,NA,NA,16,0.5936,0.522,0.8341,0.875,NA,NA
"Machine learning to predict morphology, topography and mechanical properties of sustainable gelatin-based electrospun scaffolds",Roldán E.; Reeves N.D.; Cooper G.; Andrews K.,2024,Scientific Reports,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203389632&doi=10.1038%2fs41598-024-71824-2&partnerID=40&md5=82756c40f01d3d47f86df7be3d0c1245,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,269,3,2,3,3,NA,NA,NA,16,22.78,26.04,0.9294,0.911,NA,NA
"Machine learning to predict morphology, topography and mechanical properties of sustainable gelatin-based electrospun scaffolds",Roldán E.; Reeves N.D.; Cooper G.; Andrews K.,2024,Scientific Reports,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203389632&doi=10.1038%2fs41598-024-71824-2&partnerID=40&md5=82756c40f01d3d47f86df7be3d0c1245,Article,Reg,unclear,MLP,Q1,Multidisciplinary & Other,269,3,2,3,3,NA,NA,NA,16,0.3935,0.4274,0.6545,0.6063,NA,NA
Selecting credit rating models: A cross-validation-based comparison of discriminatory power,Ryser M.; Denzler S.,2009,Financial Markets and Portfolio Management,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349089029&doi=10.1007%2fs11408-009-0101-6&partnerID=40&md5=a544131c45b7812512fcecdd11a4973b,Article,Class,Both,MLP,Q3,Multidisciplinary & Other,6124,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Explainable Machine Learning Models for Pneumonia Mortality Risk Prediction Using MIMIC-III Data,Sanii J.; Chan W.Y.,2022,"2022 9th International Conference on Soft Computing and Machine Intelligence, ISCMI 2022",1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151764992&doi=10.1109%2fISCMI56532.2022.10068438&partnerID=40&md5=be12b7d4394d544609e50a5bf301531c,Conference paper,Class,GAM,MLP,unranked,Multidisciplinary & Other,6166,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857,0.858
Statistical models to assess the health effects and to forecast ground-level ozone,Schlink U.; Herbarth O.; Richter M.; Dorling S.; Nunnari G.; Cawley G.; Pelikan E.,2006,Environmental Modelling and Software,103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-32144456452&doi=10.1016%2fj.envsoft.2004.12.002&partnerID=40&md5=524a099a517f49cc8b3d4478c78f2792,Conference paper,Class,Both,MLP,Q1,Engineering & Computer Science,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estimating COVID-19 cases on a university campus based on Wastewater Surveillance using machine learning regression models,Senaratna K.Y.K.; Bhatia S.; Giek G.S.; Lim C.M.B.; Gangesh G.R.; Peng L.C.; Wong J.C.C.; Ng L.C.; Gin K.Y.-H.,2024,Science of the Total Environment,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173611528&doi=10.1016%2fj.scitotenv.2023.167709&partnerID=40&md5=ddee74200f4ac959504c638dedf5e00e,Article,Reg,NN,MLP,Q1,Environmental & Agricultural Sciences,141,2,NA,NA,NA,NA,NA,NA,NA,18.2,24.78,0.89,0.81,NA,NA
Estimating COVID-19 cases on a university campus based on Wastewater Surveillance using machine learning regression models,Senaratna K.Y.K.; Bhatia S.; Giek G.S.; Lim C.M.B.; Gangesh G.R.; Peng L.C.; Wong J.C.C.; Ng L.C.; Gin K.Y.-H.,2024,Science of the Total Environment,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173611528&doi=10.1016%2fj.scitotenv.2023.167709&partnerID=40&md5=ddee74200f4ac959504c638dedf5e00e,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,141,2,NA,NA,NA,NA,NA,NA,NA,2.41,6.5,0.96,0.8,NA,NA
Estimating COVID-19 cases on a university campus based on Wastewater Surveillance using machine learning regression models,Senaratna K.Y.K.; Bhatia S.; Giek G.S.; Lim C.M.B.; Gangesh G.R.; Peng L.C.; Wong J.C.C.; Ng L.C.; Gin K.Y.-H.,2024,Science of the Total Environment,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173611528&doi=10.1016%2fj.scitotenv.2023.167709&partnerID=40&md5=ddee74200f4ac959504c638dedf5e00e,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,141,2,NA,NA,NA,NA,NA,NA,NA,1.99,2.05,0.77,0.72,NA,NA
Estimating COVID-19 cases on a university campus based on Wastewater Surveillance using machine learning regression models,Senaratna K.Y.K.; Bhatia S.; Giek G.S.; Lim C.M.B.; Gangesh G.R.; Peng L.C.; Wong J.C.C.; Ng L.C.; Gin K.Y.-H.,2024,Science of the Total Environment,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173611528&doi=10.1016%2fj.scitotenv.2023.167709&partnerID=40&md5=ddee74200f4ac959504c638dedf5e00e,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,99,2,NA,NA,NA,NA,NA,NA,NA,1.64,1.62,0.61,0.62,NA,NA
Estimating COVID-19 cases on a university campus based on Wastewater Surveillance using machine learning regression models,Senaratna K.Y.K.; Bhatia S.; Giek G.S.; Lim C.M.B.; Gangesh G.R.; Peng L.C.; Wong J.C.C.; Ng L.C.; Gin K.Y.-H.,2024,Science of the Total Environment,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173611528&doi=10.1016%2fj.scitotenv.2023.167709&partnerID=40&md5=ddee74200f4ac959504c638dedf5e00e,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,99,2,NA,NA,NA,NA,NA,NA,NA,3.11,3.43,0.6,0.49,NA,NA
Estimating COVID-19 cases on a university campus based on Wastewater Surveillance using machine learning regression models,Senaratna K.Y.K.; Bhatia S.; Giek G.S.; Lim C.M.B.; Gangesh G.R.; Peng L.C.; Wong J.C.C.; Ng L.C.; Gin K.Y.-H.,2024,Science of the Total Environment,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173611528&doi=10.1016%2fj.scitotenv.2023.167709&partnerID=40&md5=ddee74200f4ac959504c638dedf5e00e,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,99,2,NA,NA,NA,NA,NA,NA,NA,8.06,6.61,0.6,0.65,NA,NA
On the spatiotemporal generalization of machine learning and ensemble models for simulating built-up land expansion,Shafizadeh-Moghadam H.; Valavi R.; Asghari A.; Minaei M.; Murayama Y.,2022,Transactions in GIS,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119003714&doi=10.1111%2ftgis.12861&partnerID=40&md5=34fc08843d2a4439bfb5250ca9ad8ad6,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
On the spatiotemporal generalization of machine learning and ensemble models for simulating built-up land expansion,Shafizadeh-Moghadam H.; Valavi R.; Asghari A.; Minaei M.; Murayama Y.,2022,Transactions in GIS,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119003714&doi=10.1111%2ftgis.12861&partnerID=40&md5=34fc08843d2a4439bfb5250ca9ad8ad6,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
On the spatiotemporal generalization of machine learning and ensemble models for simulating built-up land expansion,Shafizadeh-Moghadam H.; Valavi R.; Asghari A.; Minaei M.; Murayama Y.,2022,Transactions in GIS,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119003714&doi=10.1111%2ftgis.12861&partnerID=40&md5=34fc08843d2a4439bfb5250ca9ad8ad6,Article,Class,unclear,MLP,Q2,Environmental & Agricultural Sciences,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
On the spatiotemporal generalization of machine learning and ensemble models for simulating built-up land expansion,Shafizadeh-Moghadam H.; Valavi R.; Asghari A.; Minaei M.; Murayama Y.,2022,Transactions in GIS,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119003714&doi=10.1111%2ftgis.12861&partnerID=40&md5=34fc08843d2a4439bfb5250ca9ad8ad6,Article,Class,NN,MLP,Q2,Environmental & Agricultural Sciences,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Empirical Modeling of Relationships between Sorghum Yield and Soil Properties,Shatar T.M.; Mcbratney A.B.,1999,Precision Agriculture,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000692371&doi=10.1023%2fA%3a1009968907612&partnerID=40&md5=873f1d77acd5c01b1d29736efc49c713,Article,Reg,NN,MLP,Q1,Environmental & Agricultural Sciences,101,8,1,NA,NA,NA,NA,NA,NA,0.7,1,0.97,0.74,NA,NA
Empirical Modeling of Relationships between Sorghum Yield and Soil Properties,Shatar T.M.; Mcbratney A.B.,1999,Precision Agriculture,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000692371&doi=10.1023%2fA%3a1009968907612&partnerID=40&md5=873f1d77acd5c01b1d29736efc49c713,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,101,8,1,NA,NA,NA,NA,NA,NA,1.8,1.9,0.97,0.74,NA,NA
Extreme flash flood susceptibility mapping using a novel PCA-based model stacking approach,Shojaeian A.; Shafizadeh-Moghadam H.; Sharafati A.; Shahabi H.,2024,Advances in Space Research,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201691888&doi=10.1016%2fj.asr.2024.08.004&partnerID=40&md5=0e2874b85f28206cbcec0417b9fb01d0,Article,Class,GAM,MLP,Q1,Engineering & Computer Science,2000,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.872,0.922
Short-term forecasting of confirmed daily COVID-19 cases in the Southern African Development Community region,Shoko C.; Sigauke C.; Njuho P.,2022,African Health Sciences,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145169890&doi=10.4314%2fahs.v22i4.60&partnerID=40&md5=cd8eb907bb0b487a1fd8882d0069b187,Article,Reg,NN,MCQRNN,Q3,Health & Biomedical Sciences,535,6,NA,NA,NA,NA,NA,NA,NA,0.001323,1459.164,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Machine learning methods for empirical streamflow simulation: A comparison of model accuracy, interpretability, and uncertainty in seasonal watersheds",Shortridge J.E.; Guikema S.D.; Zaitchik B.F.,2016,Hydrology and Earth System Sciences,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978162106&doi=10.5194%2fhess-20-2611-2016&partnerID=40&md5=ec8659c58b8bd31a7db12c93517034c7,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,528,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tool for fast assessment of stormwater flood volumes for urban catchment: A machine learning approach,Szeląg B.; Majerek D.; Eusebi A.L.; Kiczko A.; de Paola F.; McGarity A.; Wałek G.; Fatone F.,2024,Journal of Environmental Management,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186522027&doi=10.1016%2fj.jenvman.2024.120214&partnerID=40&md5=19957760de47f4a8df13fd4e780e835c,Article,Reg,NN,MLP,Q1,Multidisciplinary & Other,120,12,4,128,64,32,1,NA,10371,2.98,5.13,0.94,0.82,NA,NA
Different models for prediction of radical cystectomy postoperative complications and care pathways,Taylor J.; Meng X.; Renson A.; Smith A.B.; Wysock J.S.; Taneja S.S.; Huang W.C.; Bjurlin M.A.,2019,Therapeutic Advances in Urology,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073207757&doi=10.1177%2f1756287219875587&partnerID=40&md5=598e7fcb4639e59690fdb97fe4f92248,Article,Class,GAM,MLP,Q1,Health & Biomedical Sciences,7557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,0.54
BIOMOD - Optimizing predictions of species distributions and projecting potential future shifts under global change,Thuiller W.,2003,Global Change Biology,758,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242275331&doi=10.1046%2fj.1365-2486.2003.00666.x&partnerID=40&md5=173de7baf3a4a8251a4f1e5da807e6a9,Article,Class,NN,MLP,Q1,Environmental & Agricultural Sciences,2089,7,1,7,NA,NA,NA,NA,8,NA,NA,NA,NA,0.95,0.94
Estimating PM2.5 from multisource data: A comparison of different machine learning models in the Pearl River Delta of China,Tian H.; Zhao Y.; Luo M.; He Q.; Han Y.; Zeng Z.,2021,Urban Climate,34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097367909&doi=10.1016%2fj.uclim.2020.100740&partnerID=40&md5=64d55058d068486d6fab8b6316db1b14,Article,Reg,NN,MLP,Q1,Environmental & Agricultural Sciences,104974,12,1,20,NA,NA,NA,NA,21,11.89,15.68,0.66,0.41,NA,NA
Statistical downscaling of river flows,Tisseuil C.; Vrac M.; Lek S.; Wade A.J.,2010,Journal of Hydrology,100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950946426&doi=10.1016%2fj.jhydrol.2010.02.030&partnerID=40&md5=ecf0f9995543fd1cecddb9be176ecd58,Article,Reg,unclear,MLP,Q1,Environmental & Agricultural Sciences,NA,5,1,4,NA,NA,NA,NA,5,NA,NA,0.44,0.44,NA,NA
Neural interaction transparency (NIT): Disentangling learned interactions for improved interpretability,Tsang M.; Liu H.; Purushotham S.; Murali P.; Liu Y.,2018,Advances in Neural Information Processing Systems,39,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064810145&partnerID=40&md5=0ab5d6ecc2f2ea3b161b2dcdeea005a9,Conference paper,Reg,Both,NIT,unranked,Engineering & Computer Science,20640,8,NA,NA,NA,NA,NA,NA,NA,0.43,0.435,NA,NA,NA,NA
